Name,Country,Query_Name,Latitude,Longitude,
Gisborne,Nouvelle-Zelande,GISBORNE,-38.662334,178.017649,"Harbor.create(name: ""Gisborne"", lat: -38.662334, lng: 178.017649, query: ""GISBORNE"")"
Gladstone,Australie,GLADSTONE,-40.9817009,148.1526806,"Harbor.create(name: ""Gladstone"", lat: -40.9817009, lng: 148.1526806, query: ""GLADSTONE"")"
Glenan (Penfret),France,GLENAN_PENFRET,,,
Godhavn,Danemark (Groenland),GODHAVN,,,
Godthab (Nuuk),Danemark (Groenland),GODTHAB,64.18140989999999,-51.694138,"Harbor.create(name: ""Godthab (Nuuk)"", lat: 64.18140989999999, lng: -51.694138, query: ""GODTHAB"")"
Goods Island,Australie,GOOD_S_ISLAND,-10.5625567,142.1607088,"Harbor.create(name: ""Goods Island"", lat: -10.5625567, lng: 142.1607088, query: ""GOOD_S_ISLAND"")"
Goury,France,GOURY,49.7158609,-1.94533,"Harbor.create(name: ""Goury"", lat: 49.7158609, lng: -1.94533, query: ""GOURY"")"
Grandcamp,France,GRANDCAMP,49.390179,-1.047274,"Harbor.create(name: ""Grandcamp"", lat: 49.390179, lng: -1.047274, query: ""GRANDCAMP"")"
Granville,France,GRANVILLE_LE_COCALEU,48.837579,-1.597302,"Harbor.create(name: ""Granville"", lat: 48.837579, lng: -1.597302, query: ""GRANVILLE_LE_COCALEU"")"
Gravelines,France,GRAVELINES,50.98707,2.125537,"Harbor.create(name: ""Gravelines"", lat: 50.98707, lng: 2.125537, query: ""GRAVELINES"")"
Greenock,Royaume-Uni,GREENOCK,55.95647599999999,-4.771983,"Harbor.create(name: ""Greenock"", lat: 55.95647599999999, lng: -4.771983, query: ""GREENOCK"")"
Greenwich,Antarctique,PUERTO_SOBERANIA,-62.4691875,-59.79627349999999,"Harbor.create(name: ""Greenwich"", lat: -62.4691875, lng: -59.79627349999999, query: ""PUERTO_SOBERANIA"")"
Grondines,Canada,GRONDINES,46.59355,-72.03146199999999,"Harbor.create(name: ""Grondines"", lat: 46.59355, lng: -72.03146199999999, query: ""GRONDINES"")"
Guam,Etats-Unis (Iles Mariannes),GUAM,16.616667,145.616667,"Harbor.create(name: ""Guam"", lat: 16.616667, lng: 145.616667, query: ""GUAM"")"
Guaymas,Mexique,GUAYMAS,27.9178651,-110.9089378,"Harbor.create(name: ""Guaymas"", lat: 27.9178651, lng: -110.9089378, query: ""GUAYMAS"")"
Hadera,Israel,HADERA_ISRAEL,32.4340458,34.9196518,"Harbor.create(name: ""Hadera"", lat: 32.4340458, lng: 34.9196518, query: ""HADERA_ISRAEL"")"
Haiphong,Viet Nam,HAIPHONG,20.8449115,106.6880841,"Harbor.create(name: ""Haiphong"", lat: 20.8449115, lng: 106.6880841, query: ""HAIPHONG"")"
Hakata,Japon,HAKATA,34.2166667,133.0833333,"Harbor.create(name: ""Hakata"", lat: 34.2166667, lng: 133.0833333, query: ""HAKATA"")"
Hakodate,Japon,HAKODATE,41.7687933,140.7288103,"Harbor.create(name: ""Hakodate"", lat: 41.7687933, lng: 140.7288103, query: ""HAKODATE"")"
Halifax,Canada,HALIFAX,44.6488625,-63.5753196,"Harbor.create(name: ""Halifax"", lat: 44.6488625, lng: -63.5753196, query: ""HALIFAX"")"
Hall Beach,Canada,HALL_BEACH,68.772735,-81.235208,"Harbor.create(name: ""Hall Beach"", lat: 68.772735, lng: -81.235208, query: ""HALL_BEACH"")"
Hammerfest,Norvege,HAMMERFEST,70.66343820000002,23.6819665,"Harbor.create(name: ""Hammerfest"", lat: 70.66343820000002, lng: 23.6819665, query: ""HAMMERFEST"")"
Hao,France (Polynesie),HAO_PASSE_KAKI,,,
Harlingen,Pays-Bas,HARLINGEN,53.1746381,5.4251517,"Harbor.create(name: ""Harlingen"", lat: 53.1746381, lng: 5.4251517, query: ""HARLINGEN"")"
Harmil Island,Erythree,HARMIL_ISLAND,16.5193584,40.1503923,"Harbor.create(name: ""Harmil Island"", lat: 16.5193584, lng: 40.1503923, query: ""HARMIL_ISLAND"")"
Harrington Harbour,Canada,HARRINGTON_HARBOUR,50.5,-59.483333,"Harbor.create(name: ""Harrington Harbour"", lat: 50.5, lng: -59.483333, query: ""HARRINGTON_HARBOUR"")"
Harwich,Royaume-Uni,HARWICH,51.934731,1.260297,"Harbor.create(name: ""Harwich"", lat: 51.934731, lng: 1.260297, query: ""HARWICH"")"
Hay Point,Australie,HAY_POINT,-21.2948785,149.2561568,"Harbor.create(name: ""Hay Point"", lat: -21.2948785, lng: 149.2561568, query: ""HAY_POINT"")"
Helgoland,Allemagne,HELGOLAND,54.1803268,7.888943799999999,"Harbor.create(name: ""Helgoland"", lat: 54.1803268, lng: 7.888943799999999, query: ""HELGOLAND"")"
Hellville (Nosy Be),Madagascar,HELLVILLE,-13.3150186,48.2592606,"Harbor.create(name: ""Hellville (Nosy Be)"", lat: -13.3150186, lng: 48.2592606, query: ""HELLVILLE"")"
Hennebont,France,HENNEBONT,47.802625,-3.275811,"Harbor.create(name: ""Hennebont"", lat: 47.802625, lng: -3.275811, query: ""HENNEBONT"")"
Hienghene,France (Nouvelle-Caledonie),HIENGHENE,-20.6880978,164.9435279,"Harbor.create(name: ""Hienghene"", lat: -20.6880978, lng: 164.9435279, query: ""HIENGHENE"")"
Hillsborough Bay,Saint-Vincent-et-les Grenadines,HILLSBOROUGH,13.1547287,-61.225448,"Harbor.create(name: ""Hillsborough Bay"", lat: 13.1547287, lng: -61.225448, query: ""HILLSBOROUGH"")"
Hilo,Etats-Unis (Hawai),HILO,19.7070942,-155.0884869,"Harbor.create(name: ""Hilo"", lat: 19.7070942, lng: -155.0884869, query: ""HILO"")"
Himeji,Japon,HIMEJI,34.815149,134.6853528,"Harbor.create(name: ""Himeji"", lat: 34.815149, lng: 134.6853528, query: ""HIMEJI"")"
Hiroshima,Japon,HIROSHIMA,34.3852029,132.4552927,"Harbor.create(name: ""Hiroshima"", lat: 34.3852029, lng: 132.4552927, query: ""HIROSHIMA"")"
Hirtshals,Danemark,HIRTSHALS,57.58695299999999,9.9668379,"Harbor.create(name: ""Hirtshals"", lat: 57.58695299999999, lng: 9.9668379, query: ""HIRTSHALS"")"
Hobart,Australie,HOBART,-42.8821377,147.3271949,"Harbor.create(name: ""Hobart"", lat: -42.8821377, lng: 147.3271949, query: ""HOBART"")"
Hoedic,France,HOEDIC,47.340082,-2.878658,"Harbor.create(name: ""Hoedic"", lat: 47.340082, lng: -2.878658, query: ""HOEDIC"")"
Hoek van Holland,Pays-Bas,HOEK_VAN_HOLLAND,51.9806322,4.1341847,"Harbor.create(name: ""Hoek van Holland"", lat: 51.9806322, lng: 4.1341847, query: ""HOEK_VAN_HOLLAND"")"
Holyhead,Royaume-Uni,HOLYHEAD,53.309441,-4.633038,"Harbor.create(name: ""Holyhead"", lat: 53.309441, lng: -4.633038, query: ""HOLYHEAD"")"
Homer,Etats-Unis (Alaska),HOMER,59.64250000000001,-151.5483333,"Harbor.create(name: ""Homer"", lat: 59.64250000000001, lng: -151.5483333, query: ""HOMER"")"
Hon Gai,Viet Nam,HONGAY,20.9711977,107.0448069,"Harbor.create(name: ""Hon Gai"", lat: 20.9711977, lng: 107.0448069, query: ""HONGAY"")"
Hon Nieu,Viet Nam,HON_NIEU,18.8,105.7833333,"Harbor.create(name: ""Hon Nieu"", lat: 18.8, lng: 105.7833333, query: ""HON_NIEU"")"
Honfleur,France,HONFLEUR,49.418762,0.233262,"Harbor.create(name: ""Honfleur"", lat: 49.418762, lng: 0.233262, query: ""HONFLEUR"")"
Hong Kong,Chine,HONG_KONG,22.396428,114.109497,"Harbor.create(name: ""Hong Kong"", lat: 22.396428, lng: 114.109497, query: ""HONG_KONG"")"
Honiara,Iles Salomon,HONIARA,-9.4456381,159.9728999,"Harbor.create(name: ""Honiara"", lat: -9.4456381, lng: 159.9728999, query: ""HONIARA"")"
Honolulu,Etats-Unis (Hawai),HONOLULU,21.3069444,-157.8583333,"Harbor.create(name: ""Honolulu"", lat: 21.3069444, lng: -157.8583333, query: ""HONOLULU"")"
Horta (I. Faial),Portugal,HORTA,38.5348447,-28.6299812,"Harbor.create(name: ""Horta (I. Faial)"", lat: 38.5348447, lng: -28.6299812, query: ""HORTA"")"
Horten,Norvege,HORTEN,59.417084,10.4832128,"Harbor.create(name: ""Horten"", lat: 59.417084, lng: 10.4832128, query: ""HORTEN"")"
Hososhima,Japon,HOSOSHIMA,32.4275172,131.6690227,"Harbor.create(name: ""Hososhima"", lat: 32.4275172, lng: 131.6690227, query: ""HOSOSHIMA"")"
Houat,France,HOUAT,47.3887003,-2.9666011,"Harbor.create(name: ""Houat"", lat: 47.3887003, lng: -2.9666011, query: ""HOUAT"")"
Hrutafjordur,Islande,HRUTAFJORDUR,65.3411847,-21.1392448,"Harbor.create(name: ""Hrutafjordur"", lat: 65.3411847, lng: -21.1392448, query: ""HRUTAFJORDUR"")"
Huangpu,Chine,HUANGPU,31.23173,121.484384,"Harbor.create(name: ""Huangpu"", lat: 31.23173, lng: 121.484384, query: ""HUANGPU"")"
Huelva,Espagne,HUELVA,37.261421,-6.9447224,"Harbor.create(name: ""Huelva"", lat: 37.261421, lng: -6.9447224, query: ""HUELVA"")"
Hull,Royaume-Uni,HULL,53.7456709,-0.3367413,"Harbor.create(name: ""Hull"", lat: 53.7456709, lng: -0.3367413, query: ""HULL"")"
Huludao,Chine,HULUDAO,40.711041,120.83694,"Harbor.create(name: ""Huludao"", lat: 40.711041, lng: 120.83694, query: ""HULUDAO"")"
Humboldt Bay,Etats-Unis,HUMBOLDT_BAY,40.7195153,-124.242601,"Harbor.create(name: ""Humboldt Bay"", lat: 40.7195153, lng: -124.242601, query: ""HUMBOLDT_BAY"")"
I. Pagalu (Annobon),Guinee Equatoriale,ANNOBON,-1.4333333,5.633333299999999,"Harbor.create(name: ""I. Pagalu (Annobon)"", lat: -1.4333333, lng: 5.633333299999999, query: ""ANNOBON"")"
Ibo,Mozambique,IBO,-12.337618,40.5991367,"Harbor.create(name: ""Ibo"", lat: -12.337618, lng: 40.5991367, query: ""IBO"")"
Ichihara,Japon,CHIBA,35.4978377,140.1156648,"Harbor.create(name: ""Ichihara"", lat: 35.4978377, lng: 140.1156648, query: ""CHIBA"")"
Ijmuiden,Pays-Bas,IJMUIDEN,52.4569544,4.606013799999999,"Harbor.create(name: ""Ijmuiden"", lat: 52.4569544, lng: 4.606013799999999, query: ""IJMUIDEN"")"
Ile Crozet,France (Terres australes et antarctiques),ILE_CROZET,,,
Ile Saint-Paul,France (Terres australes et antarctiques),ILE_SAINT-PAUL,45.772718,4.193797,"Harbor.create(name: ""Ile Saint-Paul"", lat: 45.772718, lng: 4.193797, query: ""ILE_SAINT-PAUL"")"
Aix,France,ILE_D_AIX,50.49434900000001,3.296177,"Harbor.create(name: ""Aix"", lat: 50.49434900000001, lng: 3.296177, query: ""ILE_D_AIX"")"
Ile de Brehat,France,BREHAT_MEN_JOLIGUET,48.846085,-2.999939,"Harbor.create(name: ""Ile de Brehat"", lat: 48.846085, lng: -2.999939, query: ""BREHAT_MEN_JOLIGUET"")"
Ile de Sein,France,ILE_DE_SEIN_NORD,48.03719,-4.851741000000001,"Harbor.create(name: ""Ile de Sein"", lat: 48.03719, lng: -4.851741000000001, query: ""ILE_DE_SEIN_NORD"")"
Iles Chausey,France,ILES_CHAUSEY,48.8677686,-1.6978294,"Harbor.create(name: ""Iles Chausey"", lat: 48.8677686, lng: -1.6978294, query: ""ILES_CHAUSEY"")"
Iles Saint-Marcouf,France,ILES_SAINT-MARCOUF,49.495537,-1.147829,"Harbor.create(name: ""Iles Saint-Marcouf"", lat: 49.495537, lng: -1.147829, query: ""ILES_SAINT-MARCOUF"")"
Iles des Hebihens,France,LES_OITELLIERES,48.624078,-2.188714,"Harbor.create(name: ""Iles des Hebihens"", lat: 48.624078, lng: -2.188714, query: ""LES_OITELLIERES"")"
Iles du Salut,France (Guyane),ILES_DU_SALUT,5.2833333,-52.5833333,"Harbor.create(name: ""Iles du Salut"", lat: 5.2833333, lng: -52.5833333, query: ""ILES_DU_SALUT"")"
re,France (Guyane),ILET_LA_MERE,46.20668300000001,-1.3653979,"Harbor.create(name: ""re"", lat: 46.20668300000001, lng: -1.3653979, query: ""ILET_LA_MERE"")"
Ilha Guaiba,Bresil,ILHA_GUAIBA,-23.0044755,-44.0365758,"Harbor.create(name: ""Ilha Guaiba"", lat: -23.0044755, lng: -44.0365758, query: ""ILHA_GUAIBA"")"
Ilha da Trinidade,Bresil,ILHA_DA_TRINIDADE,,,
Ilheus,Bresil,MALHADO,-14.7935051,-39.0463797,"Harbor.create(name: ""Ilheus"", lat: -14.7935051, lng: -39.0463797, query: ""MALHADO"")"
Imbituba,Bresil,IMBITUBA,-28.227627,-48.6691286,"Harbor.create(name: ""Imbituba"", lat: -28.227627, lng: -48.6691286, query: ""IMBITUBA"")"
Imperia,Italie,IMPERIA,43.8896857,8.039517,"Harbor.create(name: ""Imperia"", lat: 43.8896857, lng: 8.039517, query: ""IMPERIA"")"
On,Coree du Sud,INCH_ON,,,
Inhambane,Mozambique,INHAMBANE,-23.8879561,35.3959879,"Harbor.create(name: ""Inhambane"", lat: -23.8879561, lng: 35.3959879, query: ""INHAMBANE"")"
Inverness,Royaume-Uni,INVERNESS,57.477773,-4.224721,"Harbor.create(name: ""Inverness"", lat: 57.477773, lng: -4.224721, query: ""INVERNESS"")"
Iquique,Chili,IQUIQUE,-20.2307033,-70.1356692,"Harbor.create(name: ""Iquique"", lat: -20.2307033, lng: -70.1356692, query: ""IQUIQUE"")"
Isla Guadalupe,Mexique,ISLA_GUADALUPE,29.05252029999999,-118.2760503,"Harbor.create(name: ""Isla Guadalupe"", lat: 29.05252029999999, lng: -118.2760503, query: ""ISLA_GUADALUPE"")"
Isla Martin Garcia,Argentine,ISLA_MARTIN_GARCIA,,,
Isla Socorro,Mexique,ISLA_SOCORRO,18.7979756,-110.9754452,"Harbor.create(name: ""Isla Socorro"", lat: 18.7979756, lng: -110.9754452, query: ""ISLA_SOCORRO"")"
Isla de Pascua,Chili,HANGA_PIKO,-27.11299,-109.3495806,"Harbor.create(name: ""Isla de Pascua"", lat: -27.11299, lng: -109.3495806, query: ""HANGA_PIKO"")"
Itajai,Bresil,ITAJAI,-26.9105964,-48.6709514,"Harbor.create(name: ""Itajai"", lat: -26.9105964, lng: -48.6709514, query: ""ITAJAI"")"
Itaqui,Bresil,ITAQUI,-29.1294007,-56.5481122,"Harbor.create(name: ""Itaqui"", lat: -29.1294007, lng: -56.5481122, query: ""ITAQUI"")"
Iwakuni Ko,Japon,SHINMINATO,34.1833333,132.2333333,"Harbor.create(name: ""Iwakuni Ko"", lat: 34.1833333, lng: 132.2333333, query: ""SHINMINATO"")"
Jaluit I.,Iles Marshall,JALUIT,5.85,169.6333333,"Harbor.create(name: ""Jaluit I."", lat: 5.85, lng: 169.6333333, query: ""JALUIT"")"
James Bay,Canada,SAND_HEAD,48.417405,-123.383124,"Harbor.create(name: ""James Bay"", lat: 48.417405, lng: -123.383124, query: ""SAND_HEAD"")"
Jazirat Das,Emirats Arabes Unis,JAZIRAT_DAS,,,
Jazirat Halul,Qatar,JAZIRAT_HALUL,,,
Jazirat Shakir,Egypte,SHADWAN,,,
Jazireh-ye Khark,Iran,JAZIREH_YE_KHARK,29.2457199,50.3120667,"Harbor.create(name: ""Jazireh-ye Khark"", lat: 29.2457199, lng: 50.3120667, query: ""JAZIREH_YE_KHARK"")"
Jazireh-ye Lavan,Iran,JAZIREH_YE_LAVAN,26.8089931,53.2719308,"Harbor.create(name: ""Jazireh-ye Lavan"", lat: 26.8089931, lng: 53.2719308, query: ""JAZIREH_YE_LAVAN"")"
Jolo,Philippines,JOLO,6.0473648,121.0089611,"Harbor.create(name: ""Jolo"", lat: 6.0473648, lng: 121.0089611, query: ""JOLO"")"
Jorf Lasfar,Maroc,JORF_LASFAR,33.1613889,-8.629444399999999,"Harbor.create(name: ""Jorf Lasfar"", lat: 33.1613889, lng: -8.629444399999999, query: ""JORF_LASFAR"")"
Juneau,Etats-Unis (Alaska),JUNEAU,58.3019444,-134.4197222,"Harbor.create(name: ""Juneau"", lat: 58.3019444, lng: -134.4197222, query: ""JUNEAU"")"
Kacho To,Coree du Sud,KACHO_TO,,,
Kagoshima,Japon,KAGOSHIMA,31.5965535,130.5571158,"Harbor.create(name: ""Kagoshima"", lat: 31.5965535, lng: 130.5571158, query: ""KAGOSHIMA"")"
Kahului,Etats-Unis (Hawai),KAHULUI,20.8893351,-156.4729469,"Harbor.create(name: ""Kahului"", lat: 20.8893351, lng: -156.4729469, query: ""KAHULUI"")"
Kakinada,Inde,KAKINADA,16.9890648,82.2474648,"Harbor.create(name: ""Kakinada"", lat: 16.9890648, lng: 82.2474648, query: ""KAKINADA"")"
Kamaishi,Japon,KAMAISHI,39.2758183,141.8856772,"Harbor.create(name: ""Kamaishi"", lat: 39.2758183, lng: 141.8856772, query: ""KAMAISHI"")"
Kampong Saom (Sihanoukville),Cambodge,KAMPONG_SAOM,10.6253016,103.5233963,"Harbor.create(name: ""Kampong Saom (Sihanoukville)"", lat: 10.6253016, lng: 103.5233963, query: ""KAMPONG_SAOM"")"
Kamsar,Guinee,KAMSAR,10.6637208,-14.5844395,"Harbor.create(name: ""Kamsar"", lat: 10.6637208, lng: -14.5844395, query: ""KAMSAR"")"
Kandla,Inde,KANDLA,23.008141,70.1872551,"Harbor.create(name: ""Kandla"", lat: 23.008141, lng: 70.1872551, query: ""KANDLA"")"
Kao-Hsiung,Taiwan,KAO-HSIUNG,22.6350591,120.3355193,"Harbor.create(name: ""Kao-Hsiung"", lat: 22.6350591, lng: 120.3355193, query: ""KAO-HSIUNG"")"
Kaoh Mul,Cambodge,ILOT_CONE,11.4344444,103.0066667,"Harbor.create(name: ""Kaoh Mul"", lat: 11.4344444, lng: 103.0066667, query: ""ILOT_CONE"")"
Karachi,Pakistan,KARACHI,24.8614622,67.0099388,"Harbor.create(name: ""Karachi"", lat: 24.8614622, lng: 67.0099388, query: ""KARACHI"")"
Karang Jamuang,Indonesie,KARANG_JAMUANG,-6.9277478,112.7280614,"Harbor.create(name: ""Karang Jamuang"", lat: -6.9277478, lng: 112.7280614, query: ""KARANG_JAMUANG"")"
Karwar,Inde,KARWAR,14.8184812,74.1416127,"Harbor.create(name: ""Karwar"", lat: 14.8184812, lng: 74.1416127, query: ""KARWAR"")"
Kashima,Japon,KASHIMA,35.9657558,140.6448128,"Harbor.create(name: ""Kashima"", lat: 35.9657558, lng: 140.6448128, query: ""KASHIMA"")"
Kawaihae,Etats-Unis (Hawai),KAWAIHAE,20.0352881,-155.8281882,"Harbor.create(name: ""Kawaihae"", lat: 20.0352881, lng: -155.8281882, query: ""KAWAIHAE"")"
,Federation de Russie,PORT_KEM,61.52401,105.318756,
Kerema,Papouasie-Nouvelle-Guinee,KEREMA,-7.963738299999999,145.7717353,"Harbor.create(name: ""Kerema"", lat: -7.963738299999999, lng: 145.7717353, query: ""KEREMA"")"
Ketchikan,Etats-Unis (Alaska),KETCHIKAN,55.34222219999999,-131.6461111,"Harbor.create(name: ""Ketchikan"", lat: 55.34222219999999, lng: -131.6461111, query: ""KETCHIKAN"")"
Key West,Etats-Unis,KEY_WEST,24.5550593,-81.7799871,"Harbor.create(name: ""Key West"", lat: 24.5550593, lng: -81.7799871, query: ""KEY_WEST"")"
Kholmsk,Federation de Russie,KHOLMSK,47.0657403,142.0584355,"Harbor.create(name: ""Kholmsk"", lat: 47.0657403, lng: 142.0584355, query: ""KHOLMSK"")"
Khowr-e Musa,Iran,KHOWR-E_MUSA_BAR,30.0361111,49.01666669999999,"Harbor.create(name: ""Khowr-e Musa"", lat: 30.0361111, lng: 49.01666669999999, query: ""KHOWR-E_MUSA_BAR"")"
Kilrush,Irlande,KILRUSH,52.6406999,-9.4859374,"Harbor.create(name: ""Kilrush"", lat: 52.6406999, lng: -9.4859374, query: ""KILRUSH"")"
Ko Sichang,Thailande,KO_SICHANG,13.1499153,100.8084675,"Harbor.create(name: ""Ko Sichang"", lat: 13.1499153, lng: 100.8084675, query: ""KO_SICHANG"")"
Kobe,Japon,KOBE,34.690083,135.1955112,"Harbor.create(name: ""Kobe"", lat: 34.690083, lng: 135.1955112, query: ""KOBE"")"
Kochi,Japon,KOCHI,33.5595867,133.5292788,"Harbor.create(name: ""Kochi"", lat: 33.5595867, lng: 133.5292788, query: ""KOCHI"")"
Kodiak Island,Etats-Unis (Alaska),KODIAK,57.53693430000001,-153.2659352,"Harbor.create(name: ""Kodiak Island"", lat: 57.53693430000001, lng: -153.2659352, query: ""KODIAK"")"
Komun Do,Coree du Sud,KOMUN_DO,,,
Koper,Slovenie,KOPER,45.54805899999999,13.7301877,"Harbor.create(name: ""Koper"", lat: 45.54805899999999, lng: 13.7301877, query: ""KOPER"")"
Korsakov,Federation de Russie,KORSAKOV,46.6353796,142.7841876,"Harbor.create(name: ""Korsakov"", lat: 46.6353796, lng: 142.7841876, query: ""KORSAKOV"")"
Kota Kinabalu,Malaisie,KOTA_KINABALU,5.980408,116.0734568,"Harbor.create(name: ""Kota Kinabalu"", lat: 5.980408, lng: 116.0734568, query: ""KOTA_KINABALU"")"
Kristiansund,Norvege,KRISTIANSUND,63.11033459999999,7.728078999999999,"Harbor.create(name: ""Kristiansund"", lat: 63.11033459999999, lng: 7.728078999999999, query: ""KRISTIANSUND"")"
Kuala Terengganu,Malaisie,KUALA_TERENGGANU,5.329624,103.1370142,"Harbor.create(name: ""Kuala Terengganu"", lat: 5.329624, lng: 103.1370142, query: ""KUALA_TERENGGANU"")"
Kuantan,Malaisie,KUANTAN,3.7633859,103.2201828,"Harbor.create(name: ""Kuantan"", lat: 3.7633859, lng: 103.2201828, query: ""KUANTAN"")"
Kunsan,Coree du Sud,KUNSAN_OUTER_PORT,35.9676772,126.7366293,"Harbor.create(name: ""Kunsan"", lat: 35.9676772, lng: 126.7366293, query: ""KUNSAN_OUTER_PORT"")"
Kure,Japon,KURE,34.2486458,132.5654407,"Harbor.create(name: ""Kure"", lat: 34.2486458, lng: 132.5654407, query: ""KURE"")"
Kushimoto,Japon,KUSHIMOTO,33.47247,135.7814983,"Harbor.create(name: ""Kushimoto"", lat: 33.47247, lng: 135.7814983, query: ""KUSHIMOTO"")"
Kushiro,Japon,KUSHIRO,42.9848542,144.3813556,"Harbor.create(name: ""Kushiro"", lat: 42.9848542, lng: 144.3813556, query: ""KUSHIRO"")"
Kuto,France (Nouvelle-Caledonie),KUTO,,,
Kwajalein I.,Iles Marshall,KWAJALEIN,8.7226625,167.7351935,"Harbor.create(name: ""Kwajalein I."", lat: 8.7226625, lng: 167.7351935, query: ""KWAJALEIN"")"
L Herbaudiere,France,L_HERBAUDIERE,47.020973,-2.299955,"Harbor.create(name: ""L Herbaudiere"", lat: 47.020973, lng: -2.299955, query: ""L_HERBAUDIERE"")"
Ecreviere,France,L_ECREVIERE,49.275,-1.8991667,"Harbor.create(name: ""Ecreviere"", lat: 49.275, lng: -1.8991667, query: ""L_ECREVIERE"")"
La Baie,Canada,PORT-ALFRED,48.3382712,-70.8825737,"Harbor.create(name: ""La Baie"", lat: 48.3382712, lng: -70.8825737, query: ""PORT-ALFRED"")"
La Carraca,Espagne,LA_CARRACA,37.6712359,-1.0170935,"Harbor.create(name: ""La Carraca"", lat: 37.6712359, lng: -1.0170935, query: ""LA_CARRACA"")"
La Coruna,Espagne,LA_CORUNA,43.3623436,-8.4115401,"Harbor.create(name: ""La Coruna"", lat: 43.3623436, lng: -8.4115401, query: ""LA_CORUNA"")"
La Cotiniere,France,LA_COTINIERE,45.915958,-1.329564,"Harbor.create(name: ""La Cotiniere"", lat: 45.915958, lng: -1.329564, query: ""LA_COTINIERE"")"
La Figueirette,France,LA_FIGUEIRETTE,43.48440540000001,6.931266,"Harbor.create(name: ""La Figueirette"", lat: 43.48440540000001, lng: 6.931266, query: ""LA_FIGUEIRETTE"")"
La Guaira,Venezuela,LA_GUAIRA,10.587508,-66.9213628,"Harbor.create(name: ""La Guaira"", lat: 10.587508, lng: -66.9213628, query: ""LA_GUAIRA"")"
La Havane (La Habana),Cuba,LA_HABANA,23.0540698,-82.34518899999999,"Harbor.create(name: ""La Havane (La Habana)"", lat: 23.0540698, lng: -82.34518899999999, query: ""LA_HABANA"")"
La Libertad,Equateur,LA_LIBERTAD,-2.2306406,-80.9001863,"Harbor.create(name: ""La Libertad"", lat: -2.2306406, lng: -80.9001863, query: ""LA_LIBERTAD"")"
La Paz,Mexique,LA_PAZ,24.1426408,-110.3127531,"Harbor.create(name: ""La Paz"", lat: 24.1426408, lng: -110.3127531, query: ""LA_PAZ"")"
La Plata,Argentine,LA_PLATA,-34.9204948,-57.95356570000001,"Harbor.create(name: ""La Plata"", lat: -34.9204948, lng: -57.95356570000001, query: ""LA_PLATA"")"
La Roche,France (Nouvelle-Caledonie),LA_ROCHE,,,
La Rochelle-Pallice,France,LA_ROCHELLE-PALLICE,46.1625749,-1.205105,"Harbor.create(name: ""La Rochelle-Pallice"", lat: 46.1625749, lng: -1.205105, query: ""LA_ROCHELLE-PALLICE"")"
La Spezia,Italie,LA_SPEZIA,44.1024504,9.824082599999999,"Harbor.create(name: ""La Spezia"", lat: 44.1024504, lng: 9.824082599999999, query: ""LA_SPEZIA"")"
La Trinite (Martinique),France (Antilles),LA_TRINITE_MARTINIQUE,14.7480857,-61.0238481,"Harbor.create(name: ""La Trinite (Martinique)"", lat: 14.7480857, lng: -61.0238481, query: ""LA_TRINITE_MARTINIQUE"")"
La Trinite-sur-Mer,France,LA_TRINITE-SUR-MER,47.584727,-3.027405,"Harbor.create(name: ""La Trinite-sur-Mer"", lat: 47.584727, lng: -3.027405, query: ""LA_TRINITE-SUR-MER"")"
La Union,El Salvador,LA_UNION,13.4886443,-87.89424509999999,"Harbor.create(name: ""La Union"", lat: 13.4886443, lng: -87.89424509999999, query: ""LA_UNION"")"
La Valette (Valeta),Malte,VALLETTA,35.8889801,14.5217682,"Harbor.create(name: ""La Valette (Valeta)"", lat: 35.8889801, lng: 14.5217682, query: ""VALLETTA"")"
Laayoune,Maroc,LAAYOUNE,35.1612182,-5.2632201,"Harbor.create(name: ""Laayoune"", lat: 35.1612182, lng: -5.2632201, query: ""LAAYOUNE"")"
Lacanau,France,LACANAU,44.978459,-1.075745,"Harbor.create(name: ""Lacanau"", lat: 44.978459, lng: -1.075745, query: ""LACANAU"")"
Lae,Papouasie-Nouvelle-Guinee,LAE,-6.7155252,146.999905,"Harbor.create(name: ""Lae"", lat: -6.7155252, lng: 146.999905, query: ""LAE"")"
Lagos,Portugal,LAGOS,37.1027881,-8.6730275,"Harbor.create(name: ""Lagos"", lat: 37.1027881, lng: -8.6730275, query: ""LAGOS"")"
Lagos,Nigeria,LAGOS_BAR,6.5243793,3.3792057,"Harbor.create(name: ""Lagos"", lat: 6.5243793, lng: 3.3792057, query: ""LAGOS_BAR"")"
Lamena,France,LAMENA,45.33801,-0.8019759999999999,"Harbor.create(name: ""Lamena"", lat: 45.33801, lng: -0.8019759999999999, query: ""LAMENA"")"
Lanildut,France,LANILDUT,48.473385,-4.747504,"Harbor.create(name: ""Lanildut"", lat: 48.473385, lng: -4.747504, query: ""LANILDUT"")"
Le Conquet,France,LE_CONQUET,48.359961,-4.774586999999999,"Harbor.create(name: ""Le Conquet"", lat: 48.359961, lng: -4.774586999999999, query: ""LE_CONQUET"")"
Le Croisic,France,LE_CROISIC,47.29431899999999,-2.511908,"Harbor.create(name: ""Le Croisic"", lat: 47.29431899999999, lng: -2.511908, query: ""LE_CROISIC"")"
